epoch (ms),time (01:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1747090561044,2025-05-12T22:56:01.044000,7.044,-0.04,0.47,0.29
1747090561054,2025-05-12T22:56:01.054000,7.054,-0.12,0.34,0.07
1747090561064,2025-05-12T22:56:01.064000,7.064,-0.16,0.23,-0.13
1747090561074,2025-05-12T22:56:01.074000,7.074,-0.13,0.13,-0.26
1747090561084,2025-05-12T22:56:01.084000,7.084,-0.08,0.03,-0.31
1747090561094,2025-05-12T22:56:01.094000,7.094,-0.03,-0.07,-0.44
1747090561104,2025-05-12T22:56:01.104000,7.104,0.02,-0.09,-0.5
1747090561114,2025-05-12T22:56:01.114000,7.114,0.12,-0.06,-0.41
1747090561124,2025-05-12T22:56:01.124000,7.124,0.2,-0.0,-0.32
1747090561134,2025-05-12T22:56:01.134000,7.134,0.22,0.02,-0.22
1747090561144,2025-05-12T22:56:01.144000,7.144,0.24,-0.03,-0.05
1747090561154,2025-05-12T22:56:01.154000,7.154,0.26,-0.14,0.02
1747090561164,2025-05-12T22:56:01.164000,7.164,0.26,-0.26,-0.01
1747090561174,2025-05-12T22:56:01.174000,7.174,0.24,-0.36,-0.01
1747090561184,2025-05-12T22:56:01.184000,7.184,0.19,-0.4,-0.11
1747090561194,2025-05-12T22:56:01.194000,7.194,0.13,-0.38,-0.3
1747090561204,2025-05-12T22:56:01.204000,7.204,0.1,-0.26,-0.44
1747090561214,2025-05-12T22:56:01.214000,7.214,0.09,-0.09,-0.57
1747090561224,2025-05-12T22:56:01.224000,7.224,0.02,0.04,-0.63
1747090561233,2025-05-12T22:56:01.233000,7.233,-0.06,0.1,-0.73
1747090561243,2025-05-12T22:56:01.243000,7.243,-0.1,0.12,-0.77
1747090561253,2025-05-12T22:56:01.253000,7.253,-0.04,0.12,-0.81
1747090561263,2025-05-12T22:56:01.263000,7.263,0.04,0.09,-0.82
1747090561273,2025-05-12T22:56:01.273000,7.273,0.09,0.04,-0.73
1747090561283,2025-05-12T22:56:01.283000,7.283,0.11,0.01,-0.59
1747090561293,2025-05-12T22:56:01.293000,7.293,0.18,-0.03,-0.41
1747090561303,2025-05-12T22:56:01.303000,7.303,0.23,-0.08,-0.38
1747090561313,2025-05-12T22:56:01.313000,7.313,0.26,-0.1,-0.31
1747090561323,2025-05-12T22:56:01.323000,7.323,0.27,-0.11,-0.28
1747090561333,2025-05-12T22:56:01.333000,7.333,0.28,-0.14,-0.33
1747090561343,2025-05-12T22:56:01.343000,7.343,0.2,-0.2,-0.32
1747090561353,2025-05-12T22:56:01.353000,7.353,0.13,-0.25,-0.18
1747090561363,2025-05-12T22:56:01.363000,7.363,0.08,-0.22,0.01
1747090561373,2025-05-12T22:56:01.373000,7.373,-0.01,-0.16,-0.2
1747090561383,2025-05-12T22:56:01.383000,7.383,-0.05,-0.1,-0.49
1747090561393,2025-05-12T22:56:01.393000,7.393,0.11,-0.09,-0.4
1747090561403,2025-05-12T22:56:01.403000,7.403,0.42,-0.13,0.03
1747090561413,2025-05-12T22:56:01.413000,7.413,0.68,-0.22,0.97
1747090561422,2025-05-12T22:56:01.422000,7.422,0.8,-0.3,1.65
1747090561432,2025-05-12T22:56:01.432000,7.432,0.71,-0.29,1.45
1747090561442,2025-05-12T22:56:01.442000,7.442,0.56,-0.16,0.82
1747090561452,2025-05-12T22:56:01.452000,7.452,0.47,0.06,0.22
1747090561462,2025-05-12T22:56:01.462000,7.462,0.45,0.27,-0.2
1747090561472,2025-05-12T22:56:01.472000,7.472,0.45,0.46,-0.5
1747090561482,2025-05-12T22:56:01.482000,7.482,0.41,0.6,-0.55
1747090561492,2025-05-12T22:56:01.492000,7.492,0.34,0.7,-0.51
1747090561502,2025-05-12T22:56:01.502000,7.502,0.31,0.75,-0.33
1747090561512,2025-05-12T22:56:01.512000,7.512,0.38,0.78,0.1
1747090561522,2025-05-12T22:56:01.522000,7.522,0.48,0.79,0.34
1747090561532,2025-05-12T22:56:01.532000,7.532,0.54,0.8,0.42
1747090561542,2025-05-12T22:56:01.542000,7.542,0.52,0.76,0.35
1747090561552,2025-05-12T22:56:01.552000,7.552,0.42,0.68,0.33
1747090561562,2025-05-12T22:56:01.562000,7.562,0.29,0.43,0.61
1747090561572,2025-05-12T22:56:01.572000,7.572,0.12,0.2,0.94
1747090561582,2025-05-12T22:56:01.582000,7.582,-0.21,0.04,0.74
